slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
holidju01,Justin Holiday,SHOOTING GUARD,30,INDIANA PACERS,65,2,1617,190,432,122,288,46,59,30,176,87,75,42,40,119
holliro01,Rondae Hollis-Jefferson,SMALL FORWARD,25,TORONTO RAPTORS,52,5,998,139,295,2,17,95,129,102,152,90,44,22,49,105
holmeri01,Richaun Holmes,CENTER,26,SACRAMENTO KINGS,39,33,1125,210,321,0,0,80,100,118,207,39,39,55,49,152
hoodro01,Rodney Hood,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,21,21,619,87,172,35,71,21,27,10,62,32,17,4,19,46
horfoal01,Al Horford,CENTER,33,PHILADELPHIA 76ERS,60,57,1848,289,654,89,264,55,73,92,320,244,52,55,65,128
hortota01,Talen Horton-Tucker,SHOOTING GUARD,19,LOS ANGELES LAKERS,2,0,5,0,1,0,1,0,0,0,0,2,1,0,0,0
houseda01,Danuel House,SMALL FORWARD,26,HOUSTON ROCKETS,58,47,1739,206,482,113,311,68,85,56,190,78,64,32,49,119
howardw01,Dwight Howard,CENTER,34,LOS ANGELES LAKERS,62,2,1193,188,257,3,5,89,180,156,301,42,27,76,73,200
howarwi01,William Howard,SHOOTING GUARD,26,HOUSTON ROCKETS,2,0,13,0,4,0,4,0,0,0,2,1,0,0,1,1
huertke01,Kevin Huerter,SHOOTING GUARD,21,ATLANTA HAWKS,56,48,1760,252,610,127,334,53,64,35,193,213,51,27,87,139
huntede01,De'Andre Hunter,SMALL FORWARD,22,ATLANTA HAWKS,63,62,2018,280,683,108,304,110,144,44,242,112,44,18,103,182
hutchch01,Chandler Hutchison,SMALL FORWARD,23,CHICAGO BULLS,28,10,527,80,175,12,38,46,78,18,90,26,27,7,27,47
ibakase01,Serge Ibaka,CENTER,30,TORONTO RAPTORS,50,27,1377,323,623,66,166,89,119,104,310,73,24,42,100,138
iguodan01,Andre Iguodala,SHOOTING GUARD,36,MIAMI HEAT,14,0,259,25,51,9,24,2,8,10,43,28,8,16,17,28
ilyaser01,Ersan İlyasova,POWER FORWARD,32,MILWAUKEE BUCKS,56,8,895,137,290,46,124,62,75,60,216,47,23,14,33,87
inglejo01,Joe Ingles,SMALL FORWARD,32,UTAH JAZZ,64,37,1916,218,494,123,310,65,84,23,233,331,57,9,124,135
ingrabr01,Brandon Ingram,POWER FORWARD,22,NEW ORLEANS PELICANS,56,56,1919,469,1006,137,354,283,330,49,301,241,56,37,174,162
irvinky01,Kyrie Irving,POINT GUARD,27,BROOKLYN NETS,20,20,658,199,416,56,142,94,102,22,81,128,27,10,52,53
isaacjo01,Jonathan Isaac,SMALL FORWARD,22,ORLANDO MAGIC,32,32,949,149,322,30,91,56,73,57,165,44,50,78,47,79
iwundwe01,Wesley Iwundu,SMALL FORWARD,25,ORLANDO MAGIC,45,18,810,77,194,21,67,62,76,23,90,46,25,11,18,62
jacksfr01,Frank Jackson,POINT GUARD,21,NEW ORLEANS PELICANS,51,1,656,99,257,39,120,48,64,19,52,41,15,4,43,67
jacksja02,Jaren Jackson Jr.,CENTER,20,MEMPHIS GRIZZLIES,54,54,1512,328,701,135,340,123,166,53,201,76,36,87,94,219
jacksjo02,Josh Jackson,SHOOTING GUARD,22,MEMPHIS GRIZZLIES,18,0,357,68,155,23,72,29,44,11,47,31,18,9,25,39
jacksju01,Justin Jackson,POWER FORWARD,24,DALLAS MAVERICKS,58,2,929,124,311,45,151,36,44,27,115,49,12,10,12,58
jacksre01,Reggie Jackson,POINT GUARD,29,DETROIT PISTONS,14,10,381,76,198,31,82,26,33,11,30,72,8,1,23,21
jacksre01,Reggie Jackson,POINT GUARD,29,LOS ANGELES CLIPPERS,9,1,175,31,59,14,31,9,10,4,22,29,2,4,17,19
jamesju01,Justin James,SHOOTING GUARD,23,SACRAMENTO KINGS,34,0,218,33,78,9,26,10,21,6,24,16,6,9,8,16
jamesle01,LeBron James,POINT GUARD,35,LOS ANGELES LAKERS,60,60,2094,586,1176,133,381,239,343,59,414,636,74,30,239,106
jeffeam01,Amile Jefferson,POWER FORWARD,26,ORLANDO MAGIC,18,0,74,5,14,0,0,5,14,10,13,4,1,3,3,7
jeffrda01,DaQuan Jeffries,SHOOTING GUARD,22,SACRAMENTO KINGS,6,0,19,3,7,1,4,0,0,1,0,1,1,0,0,3
jeromty01,Ty Jerome,POINT GUARD,22,PHOENIX SUNS,28,0,315,37,106,13,47,11,14,6,35,43,14,3,18,28
johnsal02,Alize Johnson,SMALL FORWARD,23,INDIANA PACERS,13,0,54,7,15,0,0,4,6,7,11,2,0,0,3,6
johnsbj01,B.J. Johnson,SMALL FORWARD,24,ORLANDO MAGIC,8,0,46,5,18,1,6,2,2,1,5,2,2,0,3,0
johnsca02,Cameron Johnson,POWER FORWARD,23,PHOENIX SUNS,49,1,996,136,325,91,229,35,46,39,101,52,30,16,29,72
johnsja01,James Johnson,POWER FORWARD,32,MIAMI HEAT,18,0,281,39,87,16,45,8,14,8,44,21,6,13,15,34
johnsja01,James Johnson,POWER FORWARD,32,MINNESOTA TIMBERWOLVES,14,1,338,64,128,17,46,23,34,17,49,53,19,19,33,46
johnske04,Keldon Johnson,SMALL FORWARD,20,SAN ANTONIO SPURS,9,0,92,16,31,2,5,7,10,5,12,6,5,1,3,9
johnsst04,Stanley Johnson,POWER FORWARD,23,TORONTO RAPTORS,20,0,96,8,31,2,13,5,6,3,19,8,4,2,8,10
johnsty01,Tyler Johnson,SHOOTING GUARD,27,PHOENIX SUNS,31,3,515,65,171,24,83,24,32,10,42,50,12,8,24,43
jokicni01,Nikola Jokić,CENTER,24,DENVER NUGGETS,65,65,2101,512,969,71,226,218,268,155,508,446,77,43,202,200
jonesda03,Damian Jones,CENTER,24,ATLANTA HAWKS,55,27,887,121,178,2,9,62,84,74,132,35,26,40,28,149
jonesde02,Derrick Jones Jr.,SMALL FORWARD,22,MIAMI HEAT,51,15,1249,166,323,34,126,88,113,57,156,57,54,36,27,114
jonesty01,Tyus Jones,POINT GUARD,23,MEMPHIS GRIZZLIES,65,6,1232,197,429,47,124,43,58,9,94,285,59,6,55,44
jordade01,DeAndre Jordan,CENTER,31,BROOKLYN NETS,56,6,1234,191,287,0,0,83,122,141,420,105,18,52,74,114
josepco01,Cory Joseph,POINT GUARD,28,SACRAMENTO KINGS,64,22,1538,155,369,47,134,48,58,37,126,218,46,21,64,121
kabenmf01,Mfiondu Kabengele,CENTER,22,LOS ANGELES CLIPPERS,12,0,64,14,32,9,20,5,5,1,10,2,2,2,2,9
kaminfr01,Frank Kaminsky,CENTER,26,PHOENIX SUNS,32,13,718,127,279,39,112,59,88,30,128,71,13,10,33,69
kanteen01,Enes Kanter,CENTER,27,BOSTON CELTICS,51,6,891,176,311,1,7,63,89,141,253,49,21,38,52,85
kennalu01,Luke Kennard,SHOOTING GUARD,23,DETROIT PISTONS,28,25,922,151,342,73,183,67,75,9,89,115,12,6,43,65
kiddst01,Stanton Kidd,SMALL FORWARD,27,UTAH JAZZ,4,0,15,0,3,0,1,0,0,0,3,1,0,0,2,3
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,CHARLOTTE HORNETS,12,0,160,18,53,5,17,7,9,9,26,10,0,3,7,18
kiddgmi01,Michael Kidd-Gilchrist,SMALL FORWARD,26,DALLAS MAVERICKS,9,0,71,1,7,0,3,2,2,3,17,3,2,2,6,14
kinglo02,Louis King,SMALL FORWARD,20,DETROIT PISTONS,10,0,62,8,21,4,11,0,3,1,9,5,2,0,2,10
klebima01,Maxi Kleber,CENTER,28,DALLAS MAVERICKS,66,21,1695,214,466,107,286,69,80,99,256,77,20,78,48,153
knighbr03,Brandon Knight,POINT GUARD,28,CLEVELAND CAVALIERS,16,0,241,28,86,19,64,4,13,3,17,31,5,2,16,20
knighbr03,Brandon Knight,POINT GUARD,28,DETROIT PISTONS,9,3,221,31,81,26,67,16,21,1,20,38,5,1,22,20
knoxke01,Kevin Knox,SMALL FORWARD,20,NEW YORK KNICKS,65,4,1166,144,401,65,199,66,101,28,156,61,23,28,45,106
konchjo01,John Konchar,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,15,0,167,23,35,4,9,1,2,18,28,21,7,3,6,7
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,22,PHILADELPHIA 76ERS,64,12,1398,222,514,126,317,53,72,16,132,70,36,15,52,89
kornelu01,Luke Kornet,CENTER,24,CHICAGO BULLS,36,14,559,82,187,31,108,20,28,22,62,32,11,26,14,54
korveky01,Kyle Korver,SMALL FORWARD,38,MILWAUKEE BUCKS,50,0,833,111,259,86,207,28,34,14,90,61,21,12,42,68
kurucro01,Rodions Kurucs,POWER FORWARD,21,BROOKLYN NETS,39,4,501,60,134,25,65,17,28,18,79,33,17,3,35,66
kuzmaky01,Kyle Kuzma,POWER FORWARD,24,LOS ANGELES LAKERS,54,7,1327,254,588,70,236,96,130,48,194,69,21,21,85,106
labissk01,Skal Labissière,CENTER,23,PORTLAND TRAIL BLAZERS,33,1,567,81,147,3,13,25,33,65,104,42,7,31,30,89
lambje01,Jeremy Lamb,SHOOTING GUARD,27,INDIANA PACERS,46,42,1291,216,479,53,158,92,110,24,176,96,55,22,50,104
langfro01,Romeo Langford,SHOOTING GUARD,20,BOSTON CELTICS,27,1,298,24,64,5,23,16,23,14,18,6,8,6,9,29
lavinza01,Zach LaVine,SHOOTING GUARD,24,CHICAGO BULLS,60,60,2085,539,1199,184,484,268,334,41,248,254,88,28,206,131
lawvi01,Vic Law,SMALL FORWARD,24,ORLANDO MAGIC,5,0,9,0,3,0,1,0,2,0,1,0,0,0,0,0
laymaja01,Jake Layman,POWER FORWARD,25,MINNESOTA TIMBERWOLVES,23,2,505,81,179,24,72,24,32,17,40,15,17,10,24,47
leaftj01,T.J. Leaf,POWER FORWARD,22,INDIANA PACERS,25,1,193,30,69,5,14,7,12,21,43,6,8,3,7,18
lecquja01,Jalen Lecque,POINT GUARD,19,PHOENIX SUNS,4,0,26,4,10,0,4,2,2,0,0,2,0,0,1,2
leeco01,Courtney Lee,SHOOTING GUARD,34,DALLAS MAVERICKS,24,9,345,40,82,21,47,6,7,7,25,12,18,6,11,33
leeda03,Damion Lee,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,49,36,1423,213,511,85,239,110,126,32,207,133,50,6,67,116
lenal01,Alex Len,CENTER,26,ATLANTA HAWKS,40,9,745,142,260,14,56,51,81,69,161,42,20,33,39,93
lenal01,Alex Len,CENTER,26,SACRAMENTO KINGS,9,0,150,26,42,0,0,7,10,26,38,5,2,13,11,21
leonaka01,Kawhi Leonard,SMALL FORWARD,28,LOS ANGELES CLIPPERS,51,51,1643,476,1016,107,292,311,350,52,321,254,92,31,140,98
leoname01,Meyers Leonard,CENTER,27,MIAMI HEAT,49,49,987,116,223,51,119,17,26,27,221,53,13,15,35,103
leverca01,Caris LeVert,SHOOTING GUARD,25,BROOKLYN NETS,39,25,1131,252,609,72,189,116,161,40,119,159,44,7,98,72
lillada01,Damian Lillard,POINT GUARD,29,PORTLAND TRAIL BLAZERS,58,58,2140,531,1162,226,573,389,438,30,220,453,59,21,168,98
littlna01,Nassir Little,POWER FORWARD,19,PORTLAND TRAIL BLAZERS,48,5,573,65,151,14,59,28,44,31,77,22,13,14,15,72
looneke01,Kevon Looney,CENTER,23,GOLDEN STATE WARRIORS,20,4,262,29,79,1,14,9,12,28,38,20,12,6,12,34
lopezbr01,Brook Lopez,CENTER,31,MILWAUKEE BUCKS,61,60,1622,244,571,84,284,98,121,42,230,95,43,149,63,147
lopezro01,Robin Lopez,CENTER,31,MILWAUKEE BUCKS,60,4,862,137,273,33,96,23,43,52,94,41,10,41,54,80
loveke01,Kevin Love,POWER FORWARD,31,CLEVELAND CAVALIERS,56,56,1780,327,727,146,390,187,219,54,493,178,33,19,140,90
lowryky01,Kyle Lowry,POINT GUARD,33,TORONTO RAPTORS,52,52,1901,309,741,153,432,255,296,30,221,399,70,22,154,168
luwawti01,Timothé Luwawu-Cabarrot,SHOOTING GUARD,24,BROOKLYN NETS,39,0,671,78,192,39,109,52,62,24,67,25,15,6,32,81
lylestr01,Trey Lyles,POWER FORWARD,24,SAN ANTONIO SPURS,63,53,1271,153,343,65,168,33,45,71,290,69,28,28,39,98
maconda01,Daryl Macon,SHOOTING GUARD,24,MIAMI HEAT,4,0,14,1,3,1,2,0,0,0,0,1,0,0,2,1
macurjp01,J.P. Macura,SHOOTING GUARD,24,CLEVELAND CAVALIERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
magetjo01,Josh Magette,POINT GUARD,30,ORLANDO MAGIC,8,0,38,5,15,1,4,1,2,1,5,5,3,1,5,4
mahinia01,Ian Mahinmi,CENTER,33,WASHINGTON WIZARDS,38,35,808,104,210,5,26,70,113,78,140,49,31,44,45,114
makerth01,Thon Maker,CENTER,22,DETROIT PISTONS,60,14,776,93,193,22,64,73,110,54,113,43,25,39,45,102
mannte01,Terance Mann,SHOOTING GUARD,23,LOS ANGELES CLIPPERS,35,6,271,22,54,3,12,9,12,4,29,38,8,5,14,36
marjabo01,Boban Marjanović,CENTER,31,DALLAS MAVERICKS,37,2,337,96,173,4,15,36,47,53,100,13,7,7,26,47
markkla01,Lauri Markkanen,POWER FORWARD,22,CHICAGO BULLS,50,50,1492,251,591,109,317,126,153,60,253,74,42,23,81,96
martica02,Caleb Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,18,1,317,37,84,20,37,17,21,10,28,23,12,7,15,32
martico01,Cody Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,48,3,903,89,207,18,77,42,65,38,120,95,39,9,44,78
martije02,Jeremiah Martin,POINT GUARD,23,BROOKLYN NETS,3,0,16,1,5,0,1,0,0,0,2,2,1,1,0,0
martike03,Kelan Martin,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,31,4,495,71,181,25,96,30,31,12,84,23,7,9,20,51
masonfr01,Frank Mason III,POINT GUARD,25,MILWAUKEE BUCKS,6,0,53,5,19,2,10,2,4,3,5,11,2,0,6,4
mathega01,Garrison Mathews,SHOOTING GUARD,23,WASHINGTON WIZARDS,18,0,227,24,56,19,46,31,34,6,18,10,8,1,8,32
matthwe02,Wesley Matthews,SHOOTING GUARD,33,MILWAUKEE BUCKS,62,62,1529,159,401,101,277,48,63,21,139,91,37,9,41,91
mccawpa01,Patrick McCaw,SMALL FORWARD,24,TORONTO RAPTORS,37,12,908,67,162,23,71,13,18,19,67,79,39,4,29,60
mccolcj01,CJ McCollum,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,62,62,2229,549,1212,174,458,123,164,41,213,268,46,39,116,159
mccontj01,T.J. McConnell,POINT GUARD,27,INDIANA PACERS,63,3,1188,187,362,5,15,30,36,32,131,316,44,11,86,69
mcdanja01,Jalen McDaniels,POWER FORWARD,22,CHARLOTTE HORNETS,16,0,293,33,70,9,24,14,17,15,50,13,8,3,11,36
mcderdo01,Doug McDermott,POWER FORWARD,28,INDIANA PACERS,62,0,1242,241,491,118,265,43,52,23,133,70,9,4,40,106
mcgeeja01,JaVale McGee,CENTER,32,LOS ANGELES LAKERS,61,61,1023,181,283,3,6,49,75,111,243,34,31,92,47,145
mcgruro01,Rodney McGruder,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,50,3,749,61,156,22,79,15,28,26,102,30,23,8,21,67
mckinal01,Alfonzo McKinnie,SMALL FORWARD,27,CLEVELAND CAVALIERS,40,1,593,73,171,14,65,22,31,37,76,14,23,8,26,72
mclaujo01,Jordan McLaughlin,POINT GUARD,23,MINNESOTA TIMBERWOLVES,30,2,590,87,178,29,76,26,39,7,42,125,34,4,31,31
mclembe01,Ben McLemore,SHOOTING GUARD,26,HOUSTON ROCKETS,63,19,1437,209,470,154,390,47,62,20,119,54,38,12,46,130
mcraejo01,Jordan McRae,SHOOTING GUARD,28,WASHINGTON WIZARDS,29,4,654,133,317,40,106,64,83,17,87,82,19,15,38,61
mcraejo01,Jordan McRae,SHOOTING GUARD,28,DENVER NUGGETS,4,0,32,2,6,2,4,3,4,1,4,4,2,1,0,2
mcraejo01,Jordan McRae,SHOOTING GUARD,28,DETROIT PISTONS,4,0,98,14,43,3,16,16,22,0,15,7,0,0,5,10
mellini01,Nicolò Melli,CENTER,29,NEW ORLEANS PELICANS,52,6,889,123,278,65,180,44,60,37,120,67,30,19,42,105
meltode01,De'Anthony Melton,POINT GUARD,21,MEMPHIS GRIZZLIES,52,8,1011,148,353,37,117,87,106,37,156,157,65,18,78,92
metuch01,Chimezie Metu,POWER FORWARD,22,SAN ANTONIO SPURS,16,0,73,20,35,0,1,6,8,10,16,6,1,4,5,4
middlkh01,Khris Middleton,SMALL FORWARD,28,MILWAUKEE BUCKS,55,52,1653,424,850,133,318,178,196,40,301,225,51,7,113,122
mikaer01,Eric Mika,POWER FORWARD,25,SACRAMENTO KINGS,1,0,19,2,3,0,0,2,2,2,5,0,0,0,0,5
milescj01,C.J. Miles,SHOOTING GUARD,32,WASHINGTON WIZARDS,10,0,161,19,59,11,35,15,20,4,8,12,10,4,4,14
millema01,Malcolm Miller,SMALL FORWARD,26,TORONTO RAPTORS,25,1,125,8,24,6,19,1,6,1,13,8,4,2,3,12
millspa02,Patty Mills,POINT GUARD,31,SAN ANTONIO SPURS,63,1,1430,247,576,148,389,93,108,19,80,112,52,6,51,98
millspa01,Paul Millsap,POWER FORWARD,34,DENVER NUGGETS,44,41,1075,188,387,48,109,105,126,87,173,70,38,28,61,127
miltosh01,Shake Milton,SHOOTING GUARD,23,PHILADELPHIA 76ERS,32,16,611,108,217,48,106,39,51,11,57,71,19,6,38,69
mitchdo01,Donovan Mitchell,SHOOTING GUARD,23,UTAH JAZZ,63,63,2165,560,1235,156,428,249,290,44,232,264,66,12,167,154
mitrona01,Naz Mitrou-Long,SHOOTING GUARD,26,INDIANA PACERS,3,0,43,6,16,2,11,0,0,0,6,7,1,1,2,1
mokokad01,Adam Mokoka,SHOOTING GUARD,21,CHICAGO BULLS,11,0,112,12,28,6,15,2,4,7,3,4,4,0,2,17
monkma01,Malik Monk,SHOOTING GUARD,21,CHARLOTTE HORNETS,55,1,1169,212,488,58,204,82,100,27,130,114,25,16,77,74
moonema01,Matt Mooney,SHOOTING GUARD,22,CLEVELAND CAVALIERS,4,0,19,1,4,0,2,0,0,0,3,1,2,1,0,1
mooreet01,E'Twaun Moore,SHOOTING GUARD,30,NEW ORLEANS PELICANS,51,5,958,174,410,60,160,29,43,29,94,73,28,10,38,77
moranja01,Ja Morant,POINT GUARD,20,MEMPHIS GRIZZLIES,59,59,1771,393,800,51,139,204,265,44,164,409,54,15,191,90
morgaju01,Juwan Morgan,POWER FORWARD,22,UTAH JAZZ,16,0,74,9,17,1,5,0,0,5,14,2,0,1,3,7
morrima03,Marcus Morris,SMALL FORWARD,30,NEW YORK KNICKS,43,43,1387,281,636,116,264,163,198,48,185,59,34,17,73,128
morrima03,Marcus Morris,POWER FORWARD,30,LOS ANGELES CLIPPERS,12,12,340,44,114,17,60,9,11,7,41,18,8,10,15,33
morrima02,Markieff Morris,POWER FORWARD,30,DETROIT PISTONS,44,16,988,175,389,75,189,61,79,24,149,69,26,11,70,104
morrima02,Markieff Morris,POWER FORWARD,30,LOS ANGELES LAKERS,8,0,118,14,36,6,21,4,4,10,16,5,2,4,5,16
morrimo01,Monte Morris,POINT GUARD,24,DENVER NUGGETS,65,8,1402,222,484,54,144,51,62,20,92,230,53,16,45,64
motlejo01,Johnathan Motley,POWER FORWARD,24,LOS ANGELES CLIPPERS,13,0,41,11,15,1,1,5,7,3,7,8,3,0,5,6
mudiaem01,Emmanuel Mudiay,POINT GUARD,23,UTAH JAZZ,48,1,752,136,289,27,76,52,69,17,98,107,19,10,65,64
muldemy01,Mychal Mulder,SHOOTING GUARD,25,GOLDEN STATE WARRIORS,7,3,204,26,67,16,52,9,12,3,20,8,2,1,5,20
murrade01,Dejounte Murray,POINT GUARD,23,SAN ANTONIO SPURS,58,50,1447,255,537,34,90,75,94,67,268,237,100,16,108,128
murraja01,Jamal Murray,POINT GUARD,22,DENVER NUGGETS,55,55,1804,385,846,105,304,158,177,42,175,266,64,16,124,97
musadz01,Džanan Musa,SMALL FORWARD,20,BROOKLYN NETS,35,0,404,50,139,15,65,33,44,19,52,31,13,1,29,25
muscami01,Mike Muscala,CENTER,28,OKLAHOMA CITY THUNDER,41,0,492,64,159,43,120,18,22,13,81,34,8,11,14,51
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,22,DETROIT PISTONS,56,27,1265,166,405,115,285,57,70,17,87,106,41,4,61,87
naderab01,Abdel Nader,SMALL FORWARD,26,OKLAHOMA CITY THUNDER,48,5,756,100,220,39,105,48,62,14,76,35,20,20,36,65
nancela02,Larry Nance Jr.,CENTER,27,CLEVELAND CAVALIERS,56,10,1472,229,431,56,159,50,74,106,303,123,56,22,60,91
napiesh01,Shabazz Napier,POINT GUARD,28,MINNESOTA TIMBERWOLVES,36,22,856,114,283,47,159,72,88,17,93,187,40,7,76,62
napiesh01,Shabazz Napier,POINT GUARD,28,WASHINGTON WIZARDS,15,8,378,56,130,24,63,44,53,8,28,66,26,2,35,31
netora01,Raul Neto,POINT GUARD,27,PHILADELPHIA 76ERS,49,3,565,79,175,28,71,26,31,11,41,77,22,5,42,43
newmama01,Malik Newman,SHOOTING GUARD,22,CLEVELAND CAVALIERS,1,0,4,0,2,0,1,2,2,0,0,0,0,0,1,0
niangge01,Georges Niang,POWER FORWARD,26,UTAH JAZZ,58,0,772,120,265,77,185,19,22,12,97,35,13,5,26,63
noelne01,Nerlens Noel,CENTER,25,OKLAHOMA CITY THUNDER,55,6,1014,174,254,1,3,75,98,82,189,53,56,82,54,143
norveza01,Zach Norvell,SHOOTING GUARD,22,LOS ANGELES LAKERS,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0
norveza01,Zach Norvell,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,3,0,36,3,11,3,8,1,1,0,5,3,2,0,3,4
nowelja01,Jaylen Nowell,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,15,0,151,19,53,3,26,16,17,3,10,19,3,1,3,11
ntilila01,Frank Ntilikina,POINT GUARD,21,NEW YORK KNICKS,57,26,1187,131,333,44,137,51,59,23,98,172,54,16,71,142
nunnke01,Kendrick Nunn,SHOOTING GUARD,24,MIAMI HEAT,62,62,1846,381,850,131,362,77,92,19,149,210,51,11,101,142
nwabada01,David Nwaba,SMALL FORWARD,27,BROOKLYN NETS,20,0,268,37,71,12,28,18,27,8,37,8,11,12,8,32
onealro01,Royce O'Neale,POWER FORWARD,26,UTAH JAZZ,64,55,1862,141,321,82,211,36,49,22,317,163,47,28,50,180
oquinky01,Kyle O'Quinn,CENTER,29,PHILADELPHIA 76ERS,26,1,258,35,72,7,23,10,19,32,66,35,5,22,18,35
ojelese01,Semi Ojeleye,POWER FORWARD,25,BOSTON CELTICS,61,5,891,65,159,36,98,25,28,24,100,31,18,5,12,63
okafoja01,Jahlil Okafor,CENTER,24,NEW ORLEANS PELICANS,28,9,424,88,144,1,2,37,58,46,73,36,7,19,36,63
okoboel01,Elie Okobo,POINT GUARD,22,PHOENIX SUNS,54,3,707,72,181,25,71,46,67,16,72,113,24,4,38,53
okogijo01,Josh Okogie,SHOOTING GUARD,21,MINNESOTA TIMBERWOLVES,62,28,1547,170,398,41,154,152,191,87,181,99,68,26,87,139
okpalkz01,KZ Okpala,SMALL FORWARD,20,MIAMI HEAT,5,0,26,3,5,0,1,1,2,1,4,1,2,1,1,2
oladivi01,Victor Oladipo,SHOOTING GUARD,27,INDIANA PACERS,13,10,337,63,161,21,69,32,41,7,34,39,11,3,28,21
olynyke01,Kelly Olynyk,CENTER,28,MIAMI HEAT,59,6,1089,151,317,80,185,70,82,37,222,97,38,18,63,144
onimi01,Miye Oni,SHOOTING GUARD,22,UTAH JAZZ,5,0,11,0,2,0,1,0,0,0,2,0,0,0,1,0
osmande01,Cedi Osman,SMALL FORWARD,24,CLEVELAND CAVALIERS,65,65,1910,266,609,123,321,63,94,39,192,154,54,16,91,160
oubreke01,Kelly Oubre Jr.,SMALL FORWARD,24,PHOENIX SUNS,56,55,1933,373,826,108,307,192,246,67,294,85,71,40,83,192
owensta01,Tariq Owens,POWER FORWARD,24,PHOENIX SUNS,3,0,15,1,5,0,2,2,2,2,1,0,1,0,0,1
pargoje01,Jeremy Pargo,POINT GUARD,33,GOLDEN STATE WARRIORS,3,0,44,11,22,3,7,0,1,1,2,8,1,0,4,8
parkeja01,Jabari Parker,POWER FORWARD,24,ATLANTA HAWKS,32,23,837,198,393,31,115,53,72,54,137,58,42,15,60,93
parkeja01,Jabari Parker,POWER FORWARD,24,SACRAMENTO KINGS,1,0,15,1,6,0,1,2,2,0,4,2,0,0,0,1
parsoch01,Chandler Parsons,SMALL FORWARD,31,ATLANTA HAWKS,5,0,54,5,18,4,14,0,0,1,6,3,4,1,3,3
pascher01,Eric Paschall,POWER FORWARD,23,GOLDEN STATE WARRIORS,60,26,1654,318,640,37,129,164,212,82,193,127,32,13,94,125
pasecan01,Anžejs Pasečņiks,CENTER,24,WASHINGTON WIZARDS,24,0,405,56,106,0,2,32,54,39,60,17,8,12,22,65
pattepa01,Patrick Patterson,POWER FORWARD,30,LOS ANGELES CLIPPERS,51,18,607,76,188,55,142,27,34,30,91,31,6,3,18,41
pattoju01,Justin Patton,CENTER,22,OKLAHOMA CITY THUNDER,5,0,24,4,10,1,4,0,0,1,4,2,0,0,2,4
paulch01,Chris Paul,POINT GUARD,34,OKLAHOMA CITY THUNDER,63,63,2003,394,805,101,279,225,250,21,289,426,98,9,137,139
paytoel01,Elfrid Payton,POINT GUARD,25,NEW YORK KNICKS,45,36,1246,193,440,14,69,49,86,52,160,323,70,17,96,89
paytoga02,Gary Payton II,POINT GUARD,27,WASHINGTON WIZARDS,29,17,432,48,116,13,46,4,8,26,54,48,33,7,20,54
pelleno01,Norvel Pelle,CENTER,26,PHILADELPHIA 76ERS,20,0,178,18,35,0,0,6,12,16,44,7,1,25,13,39
pinsoth01,Theo Pinson,SHOOTING GUARD,24,BROOKLYN NETS,33,0,365,45,155,15,80,15,16,10,44,56,17,4,33,35
plumlma01,Mason Plumlee,CENTER,29,DENVER NUGGETS,53,1,900,153,248,0,4,74,138,89,193,125,29,33,72,125
poirivi01,Vincent Poirier,CENTER,26,BOSTON CELTICS,21,0,114,16,33,1,2,6,7,10,24,7,2,6,6,23
poeltja01,Jakob Pöltl,CENTER,24,SAN ANTONIO SPURS,58,10,965,135,218,0,0,36,74,104,206,102,30,84,45,96
pondssh01,Shamorie Ponds,POINT GUARD,21,TORONTO RAPTORS,4,0,11,3,5,1,2,2,2,0,1,2,0,1,0,2
poolejo01,Jordan Poole,SHOOTING GUARD,20,GOLDEN STATE WARRIORS,57,14,1274,167,502,74,265,95,119,9,109,134,35,10,74,94
porteke02,Kevin Porter Jr.,SMALL FORWARD,19,CLEVELAND CAVALIERS,50,3,1162,186,421,53,158,73,101,22,140,109,46,14,93,135
portemi01,Michael Porter Jr.,POWER FORWARD,21,DENVER NUGGETS,48,1,670,141,285,43,102,33,43,53,146,35,20,19,35,75
porteot01,Otto Porter,SMALL FORWARD,26,CHICAGO BULLS,14,9,331,62,140,24,62,19,27,13,35,25,15,6,11,31
portibo01,Bobby Portis,CENTER,24,NEW YORK KNICKS,66,5,1393,265,589,67,187,71,93,80,258,98,32,18,73,110
